At least,But less than,Single,Married filing jointly,Head of a house hold,Married filing separately
53650,53700,3124,2782,2953,3124
53700,53750,3127,2785,2956,3127
53750,53800,3130,2788,2960,3130
53800,53850,3133,2791,2963,3133
53850,53900,3137,2794,2966,3137
53900,53950,3140,2798,2969,3140
53950,54000,3143,2801,2972,3143
54000,54050,3146,2804,2976,3146
54050,54100,3150,2807,2979,3150
54100,54150,3153,2811,2982,3153
54150,54200,3156,2814,2985,3156
54200,54250,3159,2817,2989,3159
54250,54300,3162,2820,2992,3162
54300,54350,3166,2823,2995,3166
54350,54400,3169,2827,2998,3169
54400,54450,3172,2830,3002,3172
54450,54500,3175,2833,3005,3175
54500,54550,3179,2836,3008,3179
54550,54600,3182,2840,3011,3182
54600,54650,3185,2843,3014,3185
54650,54700,3188,2846,3018,3188
54700,54750,3191,2849,3021,3191
54750,54800,3195,2852,3024,3195
54800,54850,3198,2856,3027,3198
54850,54900,3201,2859,3031,3201
54900,54950,3204,2862,3034,3204
54950,55000,3208,2865,3037,3208
55000,55050,3211,2869,3040,3211
55050,55100,3214,2872,3043,3214
55100,55150,3217,2875,3047,3217
55150,55200,3220,2878,3050,3220
55200,55250,3224,2882,3053,3224
55250,55300,3227,2885,3056,3227
55300,55350,3230,2888,3060,3230
55350,55400,3233,2891,3063,3233
55400,55450,3237,2894,3066,3237
55450,55500,3240,2898,3069,3240
55500,55550,3243,2901,3072,3243
55550,55600,3246,2904,3076,3246
55600,55650,3250,2907,3079,3250
55650,55700,3253,2911,3082,3253
55700,55750,3256,2914,3085,3256
55750,55800,3259,2917,3089,3259
55800,55850,3262,2920,3092,3262
55850,55900,3266,2923,3095,3266
55900,55950,3269,2927,3098,3269
55950,56000,3272,2930,3101,3272
56000,56050,3275,2933,3105,3275
56050,56100,3279,2936,3108,3279
56100,56150,3282,2940,3111,3282
56150,56200,3285,2943,3114,3285
56200,56250,3288,2946,3118,3288
56250,56300,3291,2949,3121,3291
56300,56350,3295,2952,3124,3295
56350,56400,3298,2956,3127,3298
56400,56450,3301,2959,3131,3301
56450,56500,3304,2962,3134,3304
56500,56550,3308,2965,3137,3308
56550,56600,3311,2969,3140,3311
56600,56650,3314,2972,3143,3314
56650,56700,3317,2975,3147,3317
56700,56750,3320,2978,3150,3320
56750,56800,3324,2981,3153,3324
56800,56850,3327,2985,3156,3327
56850,56900,3330,2988,3160,3330
56900,56950,3333,2991,3163,3333
56950,57000,3337,2994,3166,3337
57000,57050,3340,2998,3169,3340
57050,57100,3343,3001,3172,3343
57100,57150,3346,3004,3176,3346
57150,57200,3349,3007,3179,3349
57200,57250,3353,3011,3182,3353
57250,57300,3356,3014,3185,3356
57300,57350,3359,3017,3189,3359
57350,57400,3362,3020,3192,3362
57400,57450,3366,3023,3195,3366
57450,57500,3369,3027,3198,3369
57500,57550,3372,3030,3201,3372
57550,57600,3375,3033,3205,3375
57600,57650,3379,3036,3208,3379
57650,57700,3382,3040,3211,3382
57700,57750,3385,3043,3214,3385
57750,57800,3388,3046,3218,3388
57800,57850,3391,3049,3221,3391
57850,57900,3395,3052,3224,3395
57900,57950,3398,3056,3227,3398
57950,58000,3401,3059,3230,3401
58000,58050,3404,3062,3234,3404
58050,58100,3408,3065,3237,3408
58100,58150,3411,3069,3240,3411
58150,58200,3414,3072,3243,3414
58200,58250,3417,3075,3247,3417
58250,58300,3420,3078,3250,3420
58300,58350,3424,3081,3253,3424
58350,58400,3427,3085,3256,3427
58400,58450,3430,3088,3260,3430
58450,58500,3433,3091,3263,3433
58500,58550,3437,3094,3266,3437
58550,58600,3440,3098,3269,3440
58600,58650,3443,3101,3272,3443
58650,58700,3446,3104,3276,3446
58700,58750,3449,3107,3279,3449
58750,58800,3453,3110,3282,3453
58800,58850,3456,3114,3285,3456
58850,58900,3459,3117,3289,3459
58900,58950,3462,3120,3292,3462
58950,59000,3466,3123,3295,3466
59000,59050,3469,3127,3298,3469
59050,59100,3472,3130,3301,3472
59100,59150,3475,3133,3305,3475
59150,59200,3478,3136,3308,3478
59200,59250,3482,3140,3311,3482
59250,59300,3485,3143,3314,3485
59300,59350,3488,3146,3318,3488
59350,59400,3491,3149,3321,3491
59400,59450,3495,3152,3324,3495
59450,59500,3498,3156,3327,3498
59500,59550,3501,3159,3330,3501
59550,59600,3504,3162,3334,3504
59600,59650,3508,3165,3337,3508
59650,59700,3511,3169,3340,3511
59700,59750,3514,3172,3343,3514
59750,59800,3517,3175,3347,3517
59800,59850,3520,3178,3350,3520
59850,59900,3524,3181,3353,3524
59900,59950,3527,3185,3356,3527
59950,60000,3530,3188,3359,3530
60000,60050,3533,3191,3363,3533
60050,60100,3537,3194,3366,3537
60100,60150,3540,3198,3369,3540
60150,60200,3543,3201,3372,3543
60200,60250,3546,3204,3376,3546
60250,60300,3549,3207,3379,3549
60300,60350,3553,3210,3382,3553
60350,60400,3556,3214,3385,3556
60400,60450,3559,3217,3389,3559
60450,60500,3562,3220,3392,3562
60500,60550,3566,3223,3395,3566
60550,60600,3569,3227,3398,3569
60600,60650,3572,3230,3401,3572
60650,60700,3575,3233,3405,3575
60700,60750,3578,3236,3408,3578
60750,60800,3582,3239,3411,3582
60800,60850,3585,3243,3414,3585
60850,60900,3588,3246,3418,3588
60900,60950,3591,3249,3421,3591
60950,61000,3595,3252,3424,3595
61000,61050,3598,3256,3427,3598
61050,61100,3601,3259,3430,3601
61100,61150,3604,3262,3434,3604
61150,61200,3607,3265,3437,3607
61200,61250,3611,3269,3440,3611
61250,61300,3614,3272,3443,3614
61300,61350,3617,3275,3447,3617
61350,61400,3620,3278,3450,3620
61400,61450,3624,3281,3453,3624
61450,61500,3627,3285,3456,3627
61500,61550,3630,3288,3459,3630
61550,61600,3633,3291,3463,3633
61600,61650,3637,3294,3466,3637
61650,61700,3640,3298,3469,3640
61700,61750,3643,3301,3472,3643
61750,61800,3646,3304,3476,3646
61800,61850,3649,3307,3479,3649
61850,61900,3653,3310,3482,3653
61900,61950,3656,3314,3485,3656
61950,62000,3659,3317,3488,3659
62000,62050,3662,3320,3492,3662
62050,62100,3666,3323,3495,3666
62100,62150,3669,3327,3498,3669
62150,62200,3672,3330,3501,3672
62200,62250,3675,3333,3505,3675
62250,62300,3678,3336,3508,3678
62300,62350,3682,3339,3511,3682
62350,62400,3685,3343,3514,3685
62400,62450,3688,3346,3518,3688
62450,62500,3691,3349,3521,3691
62500,62550,3695,3352,3524,3695
62550,62600,3698,3356,3527,3698
62600,62650,3701,3359,3530,3701
62650,62700,3704,3362,3534,3704
62700,62750,3707,3365,3537,3707
62750,62800,3711,3368,3540,3711
62800,62850,3714,3372,3543,3714
62850,62900,3717,3375,3547,3717
62900,62950,3720,3378,3550,3720
62950,63000,3724,3381,3553,3724
63000,63050,3727,3385,3556,3727
63050,63100,3730,3388,3559,3730
63100,63150,3733,3391,3563,3733
63150,63200,3736,3394,3566,3736
63200,63250,3740,3398,3569,3740
63250,63300,3743,3401,3572,3743
63300,63350,3746,3404,3576,3746
63350,63400,3749,3407,3579,3749
63400,63450,3753,3410,3582,3753
63450,63500,3756,3414,3585,3756
63500,63550,3759,3417,3588,3759
63550,63600,3762,3420,3592,3762
63600,63650,3766,3423,3595,3766
63650,63700,3769,3427,3598,3769
63700,63750,3772,3430,3601,3772
63750,63800,3775,3433,3605,3775
63800,63850,3778,3436,3608,3778
63850,63900,3782,3439,3611,3782
63900,63950,3785,3443,3614,3785
63950,64000,3788,3446,3617,3788
64000,64050,3791,3449,3621,3791
64050,64100,3795,3452,3624,3795
64100,64150,3798,3456,3627,3798
64150,64200,3801,3459,3630,3801
64200,64250,3804,3462,3634,3804
64250,64300,3807,3465,3637,3807
64300,64350,3811,3468,3640,3811
64350,64400,3814,3472,3643,3814
64400,64450,3817,3475,3647,3817
64450,64500,3820,3478,3650,3820
64500,64550,3824,3481,3653,3824
64550,64600,3827,3485,3656,3827
64600,64650,3830,3488,3659,3830
64650,64700,3833,3491,3663,3833
64700,64750,3836,3494,3666,3836
64750,64800,3840,3497,3669,3840
64800,64850,3843,3501,3672,3843
64850,64900,3846,3504,3676,3846
64900,64950,3849,3507,3679,3849
64950,65000,3853,3510,3682,3853
